invoice_id,customer_id,transaction_id,status,exception_type,invoice_amount,payment_amount,gross_amount,fee,tax,adjustment,net_amount,difference,reason,exception_category,priority,recommended_action,ai_decision,routing_reason
INV0118,C0118,TX0118,EXCEPTION,AMOUNT_MISMATCH,1500,1000.0,,,,,,500.0,Invoice amount ₹1500.00 does not match payment amount ₹1000.00.,AMOUNT_DISCREPANCY,HIGH,Verify invoice and payment amounts,AI_REQUIRED,CONTEXTUAL_REASONING
INV0119,C0119,TX0119,MATCHED,NONE,7500,7500.0,7500.0,300.0,54.0,0.0,7146.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0120,C0120,TX0120,MATCHED,NONE,4500,4500.0,4500.0,90.0,16.2,0.0,4393.8,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0121,C0121,TX0121,EXCEPTION,MISSING_SETTLEMENT,25000,25000.0,,,,,,,No settlement found for payment.,SETTLEMENT_MISSING,HIGH,Check payment gateway settlement,AI_REQUIRED,CONTEXTUAL_REASONING
INV0122,C0122,TX0122,EXCEPTION,AMOUNT_MISMATCH,2500,2000.0,,,,,,500.0,Invoice amount ₹2500.00 does not match payment amount ₹2000.00.,AMOUNT_DISCREPANCY,HIGH,Verify invoice and payment amounts,AI_REQUIRED,CONTEXTUAL_REASONING
INV0123,C0123,TX0123,MATCHED,NONE,2500,2500.0,2500.0,50.0,9.0,0.0,2441.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0124,C0124,TX0124,MATCHED,NONE,25000,25000.0,25000.0,500.0,90.0,0.0,24410.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0125,C0125,TX0125,EXCEPTION,DUPLICATE_PAYMENT,10000,20000.0,,,,,,,Multiple payments found for the same invoice.,DUPLICATE_TRANSACTION,CRITICAL,Investigate possible duplicate payment,RULE_BASED,DETERMINISTIC_EXPLANATION
INV0126,C0126,TX0126,MATCHED,NONE,1200,1200.0,1200.0,24.0,4.32,0.0,1171.68,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0127,C0127,TX0127,MATCHED,NONE,2000,2000.0,2000.0,40.0,7.2,0.0,1952.8,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0128,C0128,TX0128,MATCHED,NONE,5000,5000.0,5000.0,100.0,18.0,0.0,4882.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0129,C0129,TX0129,MATCHED,NONE,2000,2000.0,2000.0,80.0,14.4,0.0,1905.6,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0130,C0130,TX0130,MATCHED,NONE,10000,10000.0,10000.0,200.0,36.0,0.0,9764.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0131,C0131,TX0131,MATCHED,NONE,3000,3000.0,3000.0,60.0,10.8,0.0,2929.2,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0132,C0132,TX0132,MATCHED,NONE,15000,15000.0,15000.0,300.0,54.0,0.0,14646.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0133,C0133,TX0133,MATCHED,NONE,2000,2000.0,2000.0,40.0,7.2,0.0,1952.8,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0134,C0134,TX0134,MATCHED,NONE,5000,5000.0,5000.0,100.0,18.0,0.0,4882.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0135,C0135,TX0135,EXCEPTION,AMOUNT_MISMATCH,25000,24500.0,,,,,,500.0,Invoice amount ₹25000.00 does not match payment amount ₹24500.00.,AMOUNT_DISCREPANCY,HIGH,Verify invoice and payment amounts,AI_REQUIRED,CONTEXTUAL_REASONING
INV0136,C0136,TX0136,MATCHED,NONE,5000,5000.0,5000.0,100.0,18.0,0.0,4882.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0137,C0137,,EXCEPTION,MISSING_PAYMENT,2000,,,,,,,,No payment found for invoice.,PAYMENT_MISSING,HIGH,Investigate payment source,AI_REQUIRED,CONTEXTUAL_REASONING
INV0138,C0138,TX0138,MATCHED,NONE,15000,15000.0,15000.0,300.0,54.0,0.0,14646.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0139,C0139,TX0139,MATCHED,NONE,25000,25000.0,25000.0,500.0,90.0,0.0,24410.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0140,C0140,TX0140,EXCEPTION,MISSING_SETTLEMENT,1500,1500.0,,,,,,,No settlement found for payment.,SETTLEMENT_MISSING,HIGH,Check payment gateway settlement,AI_REQUIRED,CONTEXTUAL_REASONING
INV0141,C0141,,EXCEPTION,MISSING_PAYMENT,1200,,,,,,,,No payment found for invoice.,PAYMENT_MISSING,HIGH,Investigate payment source,AI_REQUIRED,CONTEXTUAL_REASONING
INV0142,C0142,,EXCEPTION,MISSING_PAYMENT,15000,,,,,,,,No payment found for invoice.,PAYMENT_MISSING,HIGH,Investigate payment source,AI_REQUIRED,CONTEXTUAL_REASONING
INV0143,C0143,TX0143,MATCHED,NONE,15000,15000.0,15000.0,300.0,54.0,0.0,14646.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0144,C0144,,EXCEPTION,MISSING_PAYMENT,3000,,,,,,,,No payment found for invoice.,PAYMENT_MISSING,HIGH,Investigate payment source,AI_REQUIRED,CONTEXTUAL_REASONING
INV0145,C0145,TX0145,MATCHED,NONE,1500,1500.0,1500.0,30.0,5.4,0.0,1464.6,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0146,C0146,TX0146,MATCHED,NONE,2000,2000.0,2000.0,40.0,7.2,0.0,1952.8,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0147,C0147,TX0147,MATCHED,NONE,10000,10000.0,10000.0,200.0,36.0,0.0,9764.0,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
INV0148,C0148,TX0148,EXCEPTION,DUPLICATE_PAYMENT,1500,3000.0,,,,,,,Multiple payments found for the same invoice.,DUPLICATE_TRANSACTION,CRITICAL,Investigate possible duplicate payment,RULE_BASED,DETERMINISTIC_EXPLANATION
INV0149,C0149,TX0149,EXCEPTION,MISSING_SETTLEMENT,1200,1200.0,,,,,,,No settlement found for payment.,SETTLEMENT_MISSING,HIGH,Check payment gateway settlement,AI_REQUIRED,CONTEXTUAL_REASONING
INV0150,C0150,TX0150,MATCHED,NONE,1200,1200.0,1200.0,24.0,4.32,0.0,1171.68,0.0,"Invoice, payment and settlement records are consistent.",NO_EXCEPTION,LOW,No action required,NO_AI,ALREADY_MATCHED
